http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040752&DistCode=75648&AllCds=38684786040752,Carmichael Elementary,,Carmichael Elementary,266,695,4,1,5,700
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6093496&DistCode=75648&AllCds=38684786093496,Carver Elementary,,Carver Elementary,194,680,4,8,6,686
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041149&DistCode=75648&AllCds=38684786041149,Chavez (Cesar) Elementary,,Chavez (Cesar) Elementary,280,596,1,1,10,606
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6113252&DistCode=75648&AllCds=38684786113252,Chin (John Yehall) (Elem),,Chin (John Yehall) (Elem),153,832,9,10,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040828&DistCode=75648&AllCds=38684786040828,Clarendon Elementary,,Clarendon Elementary,357,872,10,1,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040836&DistCode=75648&AllCds=38684786040836,Cleveland Elementary,,Cleveland Elementary,225,666,3,3,7,673
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040968&DistCode=75648&AllCds=38684786040968,Cobb (William L.) Elem.,,Cobb (William L.) Elem.,126,583,1,1,11,594
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040851&DistCode=75648&AllCds=38684786040851,Commodore Sloat Elementary,,Commodore Sloat Elementary,233,838,9,8,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6112601&DistCode=75648&AllCds=38684786112601,Creative Arts Charter,,Creative Arts Charter,135,726,5,1,4,730
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6104673&DistCode=75648&AllCds=38684786104673,Drew (Charles R.) Elementary,,Drew (Charles R.) Elementary,148,593,1,1,10,603
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040950&DistCode=75648&AllCds=38684786040950,El Dorado Elementary,,El Dorado Elementary,195,662,3,1,7,669
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040984&DistCode=75648&AllCds=38684786040984,Fairmount Elementary,,Fairmount Elementary,189,643,2,1,8,651
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041347&DistCode=75648&AllCds=38684786041347,Flynn Elementary,,Flynn Elementary,266,620,2,5,9,629
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041008&DistCode=75648&AllCds=38684786041008,Francis Scott Key Elementary,,Francis Scott Key Elementary,332,797,8,3,1,798
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041040&DistCode=75648&AllCds=38684786041040,Garfield Elementary,,Garfield Elementary,141,805,8,10,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041073&DistCode=75648&AllCds=38684786041073,Glen Park Elementary,,Glen Park Elementary,185,678,4,3,6,684
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041081&DistCode=75648&AllCds=38684786041081,Golden Gate Elementary,,Golden Gate Elementary,117,602,1,1,10,612
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041115&DistCode=75648&AllCds=38684786041115,Grattan Elementary,,Grattan Elementary,171,708,5,2,5,713
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041123&DistCode=75648&AllCds=38684786041123,Guadalupe Elementary,,Guadalupe Elementary,250,729,6,5,4,733
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040760&DistCode=75648&AllCds=38684786040760,Harte (Bret) Elementary,,Harte (Bret) Elementary,213,628,2,5,9,637
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041156&DistCode=75648&AllCds=38684786041156,Hillcrest Elementary,,Hillcrest Elementary,318,607,1,1,10,617
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041230&DistCode=75648&AllCds=38684786041230,Jefferson Elementary,,Jefferson Elementary,310,843,9,3,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041305&DistCode=75648&AllCds=38684786041305,Lafayette Elementary,,Lafayette Elementary,285,783,7,3,1,784
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041321&DistCode=75648&AllCds=38684786041321,Lakeshore Elementary,,Lakeshore Elementary,371,775,7,2,1,776
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040877&DistCode=75648&AllCds=38684786040877,Lau (Gordon J) Elementary,,Lau (Gordon J) Elementary,429,769,7,9,2,771
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041339&DistCode=75648&AllCds=38684786041339,Lawton Elementary,,Lawton Elementary,465,870,10,6,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6102479&DistCode=75648&AllCds=38684786102479,Lilienthal Elementary,,Lilienthal Elementary,471,851,9,3,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041362&DistCode=75648&AllCds=38684786041362,Longfellow Elementary,,Longfellow Elementary,350,768,7,5,2,770
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041586&DistCode=75648&AllCds=38684786041586,Malcolm X Academy (Elem),,Malcolm X Academy (Elem),198,537,1,1,13,550
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041412&DistCode=75648&AllCds=38684786041412,Marshall Elementary,,Marshall Elementary,158,678,4,5,6,684
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041016&DistCode=75648&AllCds=38684786041016,McCoppin Elementary,,McCoppin Elementary,204,783,7,6,1,784
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041420&DistCode=75648&AllCds=38684786041420,McKinley Elementary,,McKinley Elementary,137,709,5,9,5,714
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040919&DistCode=75648&AllCds=38684786040919,Milk (Harvey) Civil Right,,Milk (Harvey) Civil Right,145,666,3,4,7,673
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041438&DistCode=75648&AllCds=38684786041438,Miraloma Elementary,,Miraloma Elementary,188,659,3,1,7,666
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041446&DistCode=75648&AllCds=38684786041446,Monroe Elementary,,Monroe Elementary,296,678,4,2,6,684
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6099154&DistCode=75648&AllCds=38684786099154,Moscone Elementary,,Moscone Elementary,224,802,8,10,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041255&DistCode=75648&AllCds=38684786041255,Muir (John) Elementary,,Muir (John) Elementary,177,652,3,7,7,659
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6097919&DistCode=75648&AllCds=38684786097919,New Traditions Center,,New Traditions Center,113,700,4,2,5,705
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041271&DistCode=75648&AllCds=38684786041271,Ortega (Jose) Elementary,,Ortega (Jose) Elementary,224,695,4,3,5,700
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041206&DistCode=75648&AllCds=38684786041206,Parker (Jean) Elementary,,Parker (Jean) Elementary,208,720,5,5,4,724
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041503&DistCode=75648&AllCds=38684786041503,Parks (Rosa) Elementary,,Parks (Rosa) Elementary,204,657,3,2,7,664
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041065&DistCode=75648&AllCds=38684786041065,Peabody (George) Elem.,,Peabody (George) Elem.,144,839,9,10,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041511&DistCode=75648&AllCds=38684786041511,Redding Elementary,,Redding Elementary,219,762,7,9,2,764
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041487&DistCode=75648&AllCds=38684786041487,Revere (Paul) Elementary,,Revere (Paul) Elementary,316,585,1,1,11,596
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6089775&DistCode=75648&AllCds=38684786089775,Rooftop Elementary,,Rooftop Elementary,437,814,8,3,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6093488&DistCode=75648&AllCds=38684786093488,San Francisco Community Altern,,San Francisco Community Altern,231,640,2,1,8,648
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041545&DistCode=75648&AllCds=38684786041545,Sanchez Elementary,,Sanchez Elementary,217,585,1,1,11,596
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041289&DistCode=75648&AllCds=38684786041289,Serra Elementary,,Serra Elementary,188,667,3,4,7,674
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041560&DistCode=75648&AllCds=38684786041560,Sheridan Elementary,,Sheridan Elementary,187,640,2,1,8,648
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041578&DistCode=75648&AllCds=38684786041578,Sherman Elementary,,Sherman Elementary,266,852,9,10,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041594&DistCode=75648&AllCds=38684786041594,Spring Valley Elementary,,Spring Valley Elementary,223,781,7,10,1,782
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041602&DistCode=75648&AllCds=38684786041602,Starr King Elementary,,Starr King Elementary,147,649,3,5,8,657
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041529&DistCode=75648&AllCds=38684786041529,Stevenson Elementary,,Stevenson Elementary,336,859,9,8,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041610&DistCode=75648&AllCds=38684786041610,Sunnyside Elementary,,Sunnyside Elementary,178,745,6,4,3,748
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6113997&DistCode=75648&AllCds=38684786113997,Sunset Elementary,,Sunset Elementary,204,770,7,3,2,772
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041644&DistCode=75648&AllCds=38684786041644,Sutro Elementary,,Sutro Elementary,167,777,7,4,1,778
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041263&DistCode=75648&AllCds=38684786041263,Swett (John) Elementary,,Swett (John) Elementary,194,621,2,1,9,630
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040943&DistCode=75648&AllCds=38684786040943,Taylor Elementary,,Taylor Elementary,448,751,6,6,2,753
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6115901&DistCode=75648&AllCds=38684786115901,Tenderloin Community,,Tenderloin Community,234,644,3,1,8,652
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041669&DistCode=75648&AllCds=38684786041669,Treasure Island Elementary,,Treasure Island Elementary,383,590,1,1,11,601
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041032&DistCode=75648&AllCds=38684786041032,Twenty-First Century Elem,,Twenty-First Century Elem,227,555,1,1,12,567
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041685&DistCode=75648&AllCds=38684786041685,Ulloa Elementary,,Ulloa Elementary,338,816,8,5,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041701&DistCode=75648&AllCds=38684786041701,Visitacion Valley Elementary,,Visitacion Valley Elementary,295,742,6,9,3,745
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040893&DistCode=75648&AllCds=38684786040893,Webster (Daniel) Elem.,,Webster (Daniel) Elem.,246,640,2,2,8,648
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041727&DistCode=75648&AllCds=38684786041727,West Portal Elementary,,West Portal Elementary,384,836,9,3,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6040927&DistCode=75648&AllCds=38684786040927,William de Avila Elementary,,William de Avila Elementary,170,641,2,1,8,649
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6041131&DistCode=75648&AllCds=38684786041131,Yick Wo Elementary,,Yick Wo Elementary,181,820,8,8,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6113245&DistCode=75648&AllCds=38684786113245,Yu (Alice Fong) Elementar,,Yu (Alice Fong) Elementar,347,889,10,2,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059828&DistCode=75648&AllCds=38684786059828,A. P. Giannini Middle,,A. P. Giannini Middle,1264,784,9,7,1,785
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6062020&DistCode=75648&AllCds=38684786062020,Aptos Middle,,Aptos Middle,821,706,6,8,5,711
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059836&DistCode=75648&AllCds=38684786059836,Benjamin Franklin Middle,,Benjamin Franklin Middle,358,520,1,1,14,534
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6113237&DistCode=75648&AllCds=38684786113237,Davis (Gloria R.) Middle,,Davis (Gloria R.) Middle,194,492,1,1,15,507
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6062038&DistCode=75648&AllCds=38684786062038,Everett Middle,,Everett Middle,598,549,1,1,13,562
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059844&DistCode=75648&AllCds=38684786059844,Francisco Middle,,Francisco Middle,543,638,4,2,8,646
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059851&DistCode=75648&AllCds=38684786059851,Herbert Hoover Middle,,Herbert Hoover Middle,1208,795,9,5,1,796
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6062046&DistCode=75648&AllCds=38684786062046,Horace Mann Middle,,Horace Mann Middle,622,623,3,6,9,632
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059869&DistCode=75648&AllCds=38684786059869,James Denman Middle,,James Denman Middle,683,674,5,5,6,680
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6062053&DistCode=75648&AllCds=38684786062053,James Lick Middle,,James Lick Middle,541,597,2,2,10,607
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059885&DistCode=75648&AllCds=38684786059885,King (Martin Luther) Mid.,,King (Martin Luther) Mid.,511,669,5,7,7,676
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059877&DistCode=75648&AllCds=38684786059877,Luther Burbank Middle,,Luther Burbank Middle,494,571,2,1,11,582
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6062061&DistCode=75648&AllCds=38684786062061,Marina Middle,,Marina Middle,1031,720,7,9,4,724
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6072052&DistCode=75648&AllCds=38684786072052,Maxwell Enola D Mid,,Maxwell Enola D Mid,228,535,1,2,13,548
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6062079&DistCode=75648&AllCds=38684786062079,Presidio Middle,,Presidio Middle,1162,829,10,9,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059901&DistCode=75648&AllCds=38684786059901,Roosevelt Middle,,Roosevelt Middle,740,750,8,9,3,753
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6059919&DistCode=75648&AllCds=38684786059919,Visitacion Valley Middle,,Visitacion Valley Middle,517,619,3,3,9,628
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3833241&DistCode=75648&AllCds=38684783833241,Abraham Lincoln High,,Abraham Lincoln High,1835,739,8,4,3,742
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830288&DistCode=75648&AllCds=38684783830288,Balboa High,,Balboa High,687,496,1,1,15,511
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830254&DistCode=75648&AllCds=38684783830254,Burton (Phillip & Sala) A,,Burton (Phillip & Sala) A,1156,636,4,5,8,644
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3831765&DistCode=75648&AllCds=38684783831765,Galileo High,,Galileo High,1247,606,3,2,10,616
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830437&DistCode=75648&AllCds=38684783830437,Gateway,,Gateway,313,740,8,7,3,743
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3839081&DistCode=75648&AllCds=38684783839081,George Washington High,,George Washington High,1738,748,9,4,3,751
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830353&DistCode=75648&AllCds=38684783830353,Intl Studies Academy,,Intl Studies Academy,364,600,3,6,10,610
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830411&DistCode=75648&AllCds=38684783830411,Leadership High (Char),,Leadership High (Char),285,701,7,9,5,706
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3833407&DistCode=75648&AllCds=38684783833407,Lowell High,,Lowell High,1841,936,10,10,A,A
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830403&DistCode=75648&AllCds=38684783830403,Marshall (Thurgood) High,,Marshall (Thurgood) High,827,605,3,3,10,615
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3834082&DistCode=75648&AllCds=38684783834082,Mission High,,Mission High,634,472,1,1,16,488
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830163&DistCode=75648&AllCds=38684783830163,Newcomer High (Lep),,Newcomer High (Lep),226,335,1,1,23,358
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3834769&DistCode=75648&AllCds=38684783834769,O'Connell (John A.) High,,O'Connell (John A.) High,581,539,1,2,13,552
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830205&DistCode=75648&AllCds=38684783830205,Raoul Wallenberg Traditional H,,Raoul Wallenberg Traditional H,468,714,8,5,4,718
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830387&DistCode=75648&AllCds=38684783830387,School of the Arts (High),,School of the Arts (High),386,763,9,8,2,765
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830452&DistCode=75648&AllCds=38684783830452,Urban Pioneer Experiential,,Urban Pioneer Experiential,102,495,1,1,15,510
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6089569&DistCode=75648&AllCds=38684786089569,Chinese Education Center,,Chinese Education Center,52,466 *,1 *,N/A,17,483
http://data1.cde.ca.gov/dataquest/API/Flag03b3.htm?C=38&D=68478&S=3830197&SN=Independence%A0High%A0(Alter.&DN=San%A0Francisco%A0Unified&CN=San%A0Francisco,Independence High (Alter.,,Independence High (Alter.,,,,,,
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6089585&DistCode=75648&AllCds=38684786089585,Mission Education Center,,Mission Education Center,59,320 *,1 *,N/A,24,344
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=6119614&DistCode=75648&AllCds=38684786119614,The Jump Academy,,The Jump Academy,77,510 *,1 *,N/A,15,525
http://data1.cde.ca.gov/dataquest/API/Flag03b3.htm?C=38&D=68478&S=3830064&SN=Downtown%A0High%A0(Cont.)&DN=San%A0Francisco%A0Unified&CN=San%A0Francisco,Downtown High (Cont.),,Downtown High (Cont.),,,,,,
http://data1.cde.ca.gov/dataquest/API/2003Base_sch.asp?SchCode=3830429&DistCode=75648&AllCds=38684783830429,Life Learning Acad Char,,Life Learning Acad Char,37,479,B,B,B,B
http://data1.cde.ca.gov/dataquest/API/Flag03b3.htm?C=38&D=68478&S=3830031&SN=Wells%A0(Ida%A0B.)%A0Altern./Co&DN=San%A0Francisco%A0Unified&CN=San%A0Francisco,Wells (Ida B.) Altern./Co,,Wells (Ida B.) Altern./Co,,,,,,
